date_y,date_m,Type,N,production_date,table_name
2018,10,N_distinct_id,6619616,2022-03-31,hes_op
2018,12,N_row,8862716,2022-03-31,hes_op
2018,12,N_valid_id,8862716,2022-03-31,hes_op
2018,12,N_distinct_id,5536299,2022-03-31,hes_op
2021,8,N_row,9536669,2022-03-31,hes_op
2021,8,N_valid_id,9536669,2022-03-31,hes_op
2021,8,N_distinct_id,5732405,2022-03-31,hes_op
2019,6,N_row,10054896,2022-03-31,hes_op
2019,6,N_valid_id,10054896,2022-03-31,hes_op
2019,6,N_distinct_id,6235519,2022-03-31,hes_op
2019,4,N_row,10122059,2022-03-31,hes_op
2019,4,N_valid_id,10122059,2022-03-31,hes_op
2019,4,N_distinct_id,6210580,2022-03-31,hes_op
2020,6,N_row,7632954,2022-03-31,hes_op
2020,6,N_valid_id,7632954,2022-03-31,hes_op
2020,6,N_distinct_id,4668000,2022-03-31,hes_op
2020,11,N_row,9681408,2022-03-31,hes_op
2020,11,N_valid_id,9681408,2022-03-31,hes_op
2020,11,N_distinct_id,5785483,2022-03-31,hes_op
2020,7,N_row,8429211,2022-03-31,hes_op
2020,7,N_valid_id,8429211,2022-03-31,hes_op
2020,7,N_distinct_id,5010216,2022-03-31,hes_op
2018,3,N_row,9934942,2022-03-31,hes_op
2018,3,N_valid_id,9934942,2022-03-31,hes_op
2018,3,N_distinct_id,5983147,2022-03-31,hes_op
2021,3,N_row,10137274,2022-03-31,hes_op
2021,3,N_valid_id,10137274,2022-03-31,hes_op
2021,3,N_distinct_id,5987659,2022-03-31,hes_op
2020,8,N_row,7745710,2022-03-31,hes_op
2020,8,N_valid_id,7745710,2022-03-31,hes_op
2020,8,N_distinct_id,4736537,2022-03-31,hes_op
2021,11,N_row,10839869,2022-03-31,hes_op
2021,11,N_valid_id,10839869,2022-03-31,hes_op
2021,11,N_distinct_id,6452095,2022-03-31,hes_op
2020,4,N_row,6810001,2022-03-31,hes_op
2020,4,N_valid_id,6810001,2022-03-31,hes_op
2020,4,N_distinct_id,4337730,2022-03-31,hes_op
2018,4,N_row,9869345,2022-03-31,hes_op
2018,4,N_valid_id,9869345,2022-03-31,hes_op
2018,4,N_distinct_id,6013204,2022-03-31,hes_op
2021,12,N_row,9292261,2022-03-31,hes_op
2021,12,N_valid_id,9292261,2022-03-31,hes_op
2021,12,N_distinct_id,5669455,2022-03-31,hes_op
2018,11,N_row,10969686,2022-03-31,hes_op
2018,11,N_valid_id,10969686,2022-03-31,hes_op
2018,11,N_distinct_id,6513525,2022-03-31,hes_op
