date_y,date_m,Type,N,production_date,table_name
2021,8,N_distinct_id,1141469,2022-03-31,hes_apc
2019,2,N_row,1769330,2022-03-31,hes_apc
2019,2,N_valid_id,1769330,2022-03-31,hes_apc
2019,2,N_distinct_id,1220323,2022-03-31,hes_apc
2021,2,N_row,1425611,2022-03-31,hes_apc
2021,2,N_valid_id,1425611,2022-03-31,hes_apc
2021,2,N_distinct_id,924485,2022-03-31,hes_apc
2020,7,N_row,1495960,2022-03-31,hes_apc
2020,7,N_valid_id,1495960,2022-03-31,hes_apc
2020,7,N_distinct_id,940021,2022-03-31,hes_apc
2020,4,N_row,965733,2022-03-31,hes_apc
2020,4,N_valid_id,965733,2022-03-31,hes_apc
2020,4,N_distinct_id,572051,2022-03-31,hes_apc
2018,11,N_row,1929398,2022-03-31,hes_apc
2018,11,N_valid_id,1929398,2022-03-31,hes_apc
2018,11,N_distinct_id,1319349,2022-03-31,hes_apc
2018,12,N_row,1775133,2022-03-31,hes_apc
2018,12,N_valid_id,1775133,2022-03-31,hes_apc
2018,12,N_distinct_id,1193932,2022-03-31,hes_apc
2018,10,N_row,1970222,2022-03-31,hes_apc
2018,10,N_valid_id,1970222,2022-03-31,hes_apc
2018,10,N_distinct_id,1337797,2022-03-31,hes_apc
2020,3,N_row,1540199,2022-03-31,hes_apc
2020,3,N_valid_id,1540199,2022-03-31,hes_apc
2020,3,N_distinct_id,1027520,2022-03-31,hes_apc
2021,1,N_row,1452211,2022-03-31,hes_apc
2021,1,N_valid_id,1452211,2022-03-31,hes_apc
2021,1,N_distinct_id,922828,2022-03-31,hes_apc
2020,2,N_row,1807329,2022-03-31,hes_apc
2020,2,N_valid_id,1807329,2022-03-31,hes_apc
2020,2,N_distinct_id,1244203,2022-03-31,hes_apc
2021,12,N_row,1648105,2022-03-31,hes_apc
2021,12,N_valid_id,1648105,2022-03-31,hes_apc
2021,12,N_distinct_id,1093709,2022-03-31,hes_apc
2020,12,N_row,1566889,2022-03-31,hes_apc
2020,12,N_valid_id,1566889,2022-03-31,hes_apc
2020,12,N_distinct_id,1011529,2022-03-31,hes_apc
2021,7,N_row,1819732,2022-03-31,hes_apc
2021,7,N_valid_id,1819732,2022-03-31,hes_apc
2021,7,N_distinct_id,1212830,2022-03-31,hes_apc
2018,4,N_row,1775615,2022-03-31,hes_apc
2018,4,N_valid_id,1775615,2022-03-31,hes_apc
2018,4,N_distinct_id,1216600,2022-03-31,hes_apc
2021,3,N_row,1727496,2022-03-31,hes_apc
2021,3,N_valid_id,1727496,2022-03-31,hes_apc
2021,3,N_distinct_id,1122245,2022-03-31,hes_apc
2018,3,N_row,1817379,2022-03-31,hes_apc
2018,3,N_valid_id,1817379,2022-03-31,hes_apc
2018,3,N_distinct_id,1242746,2022-03-31,hes_apc
